Number,Name,Brand,Release_Year,Concentration,Rating_Value,Rating_Count,Main_Accords,Top_Notes,Middle_Notes,Base_Notes,Perfumers,URL
NA,Jersey Chanel 2014 Parfum,Chanel,2014,Parfum,9.4,22,"Green, Floral, Powdery, Spicy, Fresh",NA,NA,NA,Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Jersey_Parfum
NA,Jersey Chanel 2016 Eau de Parfum,Chanel,2016,Eau de Parfum,7.9,159,"Floral, Fresh, Green, Powdery, Spicy",NA,NA,NA,Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Les_Exclusifs_de_Chanel__Jersey_Eau_de_Parfum
NA,Jing Shen Lu,Ensar Oud / Oriscent,NA,NA,8.7,7,"Animal, Spicy, Oriental, Woody, Smoky",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/jing-shen-lu
NA,Journey Man,Amouage,2014,NA,8.1,688,"Spicy, Smoky, Woody, Oriental, Resinous","Sichuan pepper, Bitter orange, Cardamom, Bergamot, Neroli","Juniper berry, Frankincense resin, Tobacco, Geraniol","Cypriol, Ambrox, Leather, Tonka bean","Alberto Morillas, Pierre Negrin",https://www.parfumo.com/Perfumes/Amouage/Journey_Man
NA,Journey Woman,Amouage,2014,NA,7.5,331,"Spicy, Sweet, Floral, Oriental, Fruity","Jasmine tea, Osmanthus, Apricot, Cardamom, Nutmeg","Honey, Jasmine sambac, Cedarwood, Mimosa","Cypriol, Musk, Pipe tobacco, Saffron, Vanilla","Alberto Morillas, Pierre Negrin",https://www.parfumo.com/Perfumes/Amouage/Journey_Woman
NA,Jubilation 25 Woman Amouage 2007 Eau de Parfum,Amouage,2007,Eau de Parfum,7.5,277,"Spicy, Oriental, Floral, Resinous, Chypre","Ylang-ylang, Tarragon, Lemon, Rose","Davana, Frankincense, Labdanum, Turkish rose otto absolute","Myrrh, Musk, Amber, Vetiver, Patchouli",Lucas Sieuzac,https://www.parfumo.com/Perfumes/Amouage/Jubilation_25
NA,Jubilation 25 Woman Amouage 2007 Solid Perfume,Amouage,2007,Solid Perfume,NA,NA,NA,"Ylang-ylang, Tarragon, Lemon, Rose","Davana, Frankincense, Labdanum, Turkish rose otto absolute","Myrrh, Musk, Amber, Vetiver, Patchouli",Lucas Sieuzac,https://www.parfumo.com/Perfumes/Amouage/Jubilation_25_Woman_Solid_Perfume
NA,Jubilation 25 Woman Amouage Extrait de Parfum,Amouage,NA,Extrait de Parfum,9.1,7,"Chypre, Smoky, Animal, Citrus, Spicy","Ylang-ylang, Tarragon, Lemon, Rose","Davana, Frankincense, Labdanum, Turkish rose otto absolute","Myrrh, Musk, Amber, Vetiver, Patchouli",Lucas Sieuzac,https://www.parfumo.com/Perfumes/Amouage/Jubilation_25_Woman_Extrait_de_Parfum
NA,Jubilation 40,Amouage,2023,NA,8.5,217,"Oriental, Woody, Spicy, Fruity, Resinous","Blackberry, Blackcurrant, Davana, Labdanum, Orange, Rosemary","Bay rum, Cinnamon, Clove, Celery seed, Frankincense, Rose, Scotch broom","Opoponax, Myrrh, Oud, Ambergris, Cedarwood, Cistus, Moss, Musk, Patchouli, Gaiac wood",Bertrand Duchaufour,https://www.parfumo.com/Perfumes/Amouage/jubilation-40
NA,Jubilation XXV Man,Amouage,2008,NA,NA,NA,"Oriental, Spicy, Woody, Fruity, Resinous","Blackberry, Frankincense, Coriander, Davana, Labdanum, Orange","Clove, Cinnamon, Gaiac wood, Honey, Laurel, Rose, Celery seed, Orchid","Myrrh, Oud, Atlas cedar, Moss, Musk, Omanian ambergris, Opoponax, Patchouli, Tree moss, Immortelle",Bertrand Duchaufour,https://www.parfumo.com/Perfumes/Amouage/Jubilation_25_for_Men
NA,Jubilation XXV Man Amouage Attar,Amouage,NA,Attar,NA,NA,NA,"Blackberry, Frankincense, Coriander, Davana, Labdanum, Orange","Clove, Cinnamon, Gaiac wood, Honey, Laurel, Rose, Celery seed, Orchid","Myrrh, Oud, Atlas cedar, Moss, Musk, Omanian ambergris, Opoponax, Patchouli, Tree moss, Immortelle",Bertrand Duchaufour,https://www.parfumo.com/Perfumes/Amouage/jubilation-xxv-man-attar
NA,Jubilation XXV Man Limited Edition,Amouage,2014,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Amouage/Jubilation_XXV_Man_Limited_Edition
NA,Jump Up and Kiss Me Ecstatic,Clive Christian,2017,NA,8.4,150,"Floral, Sweet, Creamy, Spicy, Fruity","Tuberose, Mandarin orange, Bitter orange, Pink pepper","Ylang-ylang, Jasmine, Opium, Orange blossom, Absinthe wormwood, Cocoa leaf, Rose","Amber, Sandalwood, Tonka bean, Vanilla",NA,https://www.parfumo.com/Perfumes/Clive_Christian/jump-up-and-kiss-me-ecstatic
NA,Jump Up and Kiss Me Hedonistic,Clive Christian,2017,NA,NA,NA,"Sweet, Spicy, Fruity, Woody, Floral","Black cherry, Clary sage, Bergamot, Grapefruit, Maté, Neroli","Absinthe wormwood, Opium, Cocoa leaf, Iris, Jasmine, Papyrus, Tobacco","Amber, Leather, Labdanum, Tonka bean, Vanilla",NA,https://www.parfumo.com/Perfumes/Clive_Christian/jump-up-and-kiss-me-hedonistic
NA,Jungle Kinam Attar,Ensar Oud / Oriscent,NA,NA,8.4,7,"Sweet, Smoky, Spicy, Woody, Earthy",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/Jungle_Kinam
NA,Jungle Kinam Ensar Oud / Oriscent Pure Parfum,Ensar Oud / Oriscent,NA,Pure Parfum,8.2,27,"Spicy, Woody, Earthy, Green, Leathery",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/jungle-kinam-pure-parfum
NA,Kalbar 3000,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kalbar-3000
NA,Kaliman Kala,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kaliman-kala
NA,Kam Kyoryo Ensar Oud / Oriscent 2023 Oud Oil,Ensar Oud / Oriscent,2023,Oud Oil,8.3,10,"Spicy, Oriental, Creamy, Woody",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kam-kyoryo-oud-oil
NA,Kam Kyoryo Ensar Oud / Oriscent 2024 Pure Parfum,Ensar Oud / Oriscent,2024,Pure Parfum,7.2,20,"Fresh, Woody, Green, Sweet, Floral",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kam-kyoryo-pure-parfum
NA,Kambodi 1976 Ensar Oud / Oriscent 2024 Pure Parfum,Ensar Oud / Oriscent,2024,Pure Parfum,9.1,7,"Woody, Floral, Resinous, Smoky, Fruity",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kambodi-1976-pure-parfum
NA,Kambodi 1976 Ensar Oud / Oriscent Oud Oil,Ensar Oud / Oriscent,NA,Oud Oil,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kambodi-1976-oud-oil
NA,Kambodi Blanco Ensar Oud / Oriscent 2023 Pure Parfum,Ensar Oud / Oriscent,2023,Pure Parfum,7.8,2,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kambodi-blanco-pure-parfum
NA,Kambodi Blanco Ensar Oud / Oriscent Oud Oil,Ensar Oud / Oriscent,NA,Oud Oil,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kambodi-blanco-oud-oil
NA,Kambodi Gris Ensar Oud / Oriscent 2023 Eau de Parfum,Ensar Oud / Oriscent,2023,Eau de Parfum,8.6,4,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kambodi-gris-eau-de-parfum
NA,Kambodi Gris Ensar Oud / Oriscent Attar,Ensar Oud / Oriscent,NA,Attar,NA,NA,"Floral, Woody, Oriental, Spicy, Aquatic",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kambodi-gris-attar
NA,Kambodi Kuwwa,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kambodi-kuwwa
NA,Kambodi Musko,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kambodi-musko
NA,Kambodi Nero,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kambodi-nero
NA,Kambodi No 1,Ensar Oud / Oriscent,NA,NA,7.2,3,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kambodi-no-1
NA,Kambodi X,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kambodi-x
NA,Kanbojia Senkoh,Ensar Oud / Oriscent,2023,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kanbojia-senkoh
NA,Kannan Koh,Ensar Oud / Oriscent,NA,NA,9.5,2,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kannan-koh
NA,Karenina,Roja Parfums,2016,NA,7.8,93,"Floral, Powdery, Spicy, Sweet, Creamy","Aldehydes, Bergamot","Grasse jasmine, Carnation, Orange blossom, Ylang-ylang, Frangipani, Gardenia, May rose, Geranium, Violet","Vanilla, Clove, Cedarwood, Musk, Leaves",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Karenina
NA,Kelantan,Ensar Oud / Oriscent,NA,NA,9.3,2,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kelantan
NA,Kesucian,Ensar Oud / Oriscent,2023,NA,8.2,5,"Smoky, Green, Leathery, Woody, Earthy",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kesucian
NA,Khaltat al Jabriya,Nabeel,NA,NA,NA,NA,NA,"Bergamot, Bulgarian rose, Damask rose, Elemi resin, Orange, Saffron, Spicy notes, Turkish rose","Benzoin, Coriander, Cypriol, Ginger, Oud, Sandalwood, Vanilla, Vetiver","Animalic notes, Caramel, Castoreum, Frankincense, Leather, Patchouli",NA,https://www.parfumo.com/Perfumes/Nabeel/Khaltat_al_Jabriya
NA,Khaltat Al Shyookh Nabeel 2012 Perfume Oil,Nabeel,2012,Perfume Oil,NA,NA,NA,"Bergamot, Jasmine, Lemon, Oriental notes, Rose, Saffron, Tagetes, White blossoms","Cardamom, Cashmere, Cedarwood, Honey, Lily of the valley, Rose, Sage, Ylang-ylang","Amber, Animalic notes, Gurjum balsam, Leather, Oakmoss, Patchouli, Precious woods, Sandalwood, Vetiver, White musk","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/Khaltat_Al_Shyookh_Concentrated_Perfume_Oil
NA,Khamis Al Uns,Nabeel,NA,NA,8.1,5,"Powdery, Floral, Leathery, Woody, Fresh","Aldehydes, Coconut, Plum, Raspberry, Saffron, Violet leaf","Carnation, Cyclamen, Geranium, Iris, Jasmine, Orchid, Rose","Benzoin, Cedarwood, Patchouli, Sandalwood, Vanilla, White musk","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/Khamis_Al_Uns
NA,Khamis Anis,Nabeel,NA,NA,8.6,4,"Woody, Oriental, Spicy, Sweet, Fruity","Bergamot, Blackcurrant, Bulgarian rose, Cinnamon, Ginger, Orange, Peach, Pink pepper, Plum, Saffron, Strawberry, Turkish rose","Carnation, Coriander, Cyclamen, Cypriol, Jasmine, Lily of the valley, Orchid, Oud, Patchouli, Rose, Sandalwood, Tuberose, Vanilla, Vanilla, Violet leaf, Ylang-ylang","Amber, Animalic notes, Benzoin, Caramel, Castoreum, Cedarwood, Frankincense, Musk, Sandalwood, Tonka bean, Tree moss, Vetiver, White musk","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/Khamis_Anis
NA,Kinam Rouge Ensar Oud / Oriscent Oud Oil,Ensar Oud / Oriscent,NA,Oud Oil,9.1,12,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kinam-rouge-oud-oil-1
NA,Kinam Rouge Ensar Oud / Oriscent Pure Parfum,Ensar Oud / Oriscent,NA,Pure Parfum,7.6,35,"Woody, Earthy, Floral, Animal, Spicy","Grapefruit, Red mandarin orange, Virginia cedar","Carnation, Champaca flower, Frangipani, Henna, Jasmine, Rose, Saffron","Black ambergris, Bourbon vanilla, Malayan oud, Myrrh, Patchouli, Vietnamese oud",NA,https://www.parfumo.com/Perfumes/ensar-oud/kinam-rouge-pure-parfum
NA,Kinam Rouge Ghalia,Ensar Oud / Oriscent,NA,NA,8.9,8,"Floral, Sweet, Woody, Fruity, Resinous",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kinam-rouge-ghalia
NA,Kinamantan,Ensar Oud / Oriscent,2023,NA,7.6,8,"Earthy, Resinous, Smoky, Sweet, Green",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kinamantan
NA,Kinamantan Ensar Oud / Oriscent Oud Oil,Ensar Oud / Oriscent,NA,Oud Oil,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kinamantan-oud-oil
NA,King Kambodi,Ensar Oud / Oriscent,2020,NA,8.6,9,"Earthy, Oriental, Leathery, Woody, Sweet",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/king-kambodi
NA,King Krassna,Ensar Oud / Oriscent,2023,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/king-krassna
NA,King of Jasmine,Nabeel,NA,NA,NA,NA,NA,Jasmine,"Orange blossom, Ylang-ylang",White musk,NA,https://www.parfumo.com/Perfumes/Nabeel/King_of_Jasmine
NA,King of Oudh,Nabeel,NA,NA,NA,NA,"Woody, Resinous",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Nabeel/King_of_Oudh
NA,King of Rose,Nabeel,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Nabeel/King_of_Rose
NA,King of Sandal,Nabeel,NA,NA,NA,NA,"Woody, Resinous",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Nabeel/King_of_Sandal
NA,King of Sultan,Nabeel,NA,NA,NA,NA,NA,"Bergamot, Lime","Cedarwood, Lavender, Patchouli","Amber, Musk, Sandalwood","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/King_of_Sultan
NA,Kingdom of Bahrain,Roja Parfums,2017,NA,7.9,81,"Spicy, Citrus, Woody, Fresh, Oriental","Clary sage, Lime, Lemon, Laurel, Bergamot","Grasse jasmine, May rose, Violet","Ambergris, Cypress wood, Birch, Cotton candy, Leather, Oud, Pine, Pink pepper, Cashmere wood, Cedarwood, Saffron, Tonka bean, Vanilla, Patchouli",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Kingdom_of_Bahrain
NA,Kingdom of Saudi Arabia,Roja Parfums,2017,NA,8.6,121,"Oriental, Fruity, Spicy, Animal, Woody","Aldehydes, Artemisia, Lime, Mandarin orange","Apple, Blackcurrant, Raspberry, Banana, Strawberry, Chamomile, Geranium, Grasse jasmine, May rose, Plum, Violet","Fir balsam, Oud, Cotton candy, Violet leaf, Clove, Leather, Musk, Pink pepper, Cedarwood, Cinnamon, Cocoa, Oakmoss, Patchouli, Saffron, Sandalwood, Vanilla",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Kingdom_of_Saudi_Arabia
NA,KLTD 2010,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kltd-2010
NA,Knightsbridge,Ensar Oud / Oriscent,NA,NA,6.7,5,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/knightsbridge
NA,Koh Kong '76,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/koh-kong-76
NA,Koh Kong K,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/koh-kong-k
NA,Koh Rong,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/koh-rong
NA,Koh-i-Noor,Areej Le Doré,NA,NA,7.3,2,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Areej_Le_Dore/Koh_i_Noor
NA,Koishi,Ensar Oud / Oriscent,2020,NA,8.5,7,"Green, Fruity, Resinous, Spicy, Earthy",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/koishi
NA,Komrad K,Ensar Oud / Oriscent,NA,NA,7.8,13,"Green, Spicy, Leathery, Woody, Earthy",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/komrad-k
NA,Kusuma,Ensar Oud / Oriscent,NA,NA,8.3,3,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kusuma
NA,Kuwait,Nabeel,NA,NA,NA,NA,NA,"Bergamot, Bulgarian rose, Candied fruits, Cardamom, Coffee, Damask rose, Dried fruits, Orange, Spicy notes","Amyris, Cedarwood, Coriander, Cypriol, Oud, Rose, Saffron, Sandalwood, Vanilla, Violet","Amber, Caramel, Leather, Moss, Oakmoss, Patchouli","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/Kuwait
NA,Kuwait,Roja Parfums,2017,NA,8.3,84,"Fruity, Animal, Spicy, Oriental, Woody","Citron, Rosemary","Cistus, Peach, Geranium, Grasse jasmine, Heliotrope, May rose, Orange blossom, Violet, Blackcurrant bud","Oud, Musk, Ambergris, Birch, Cashmere wood, Labdanum, Saffron, Sandalwood, Vanilla, Benzoin, Civet, Leather, Rhubarb, Tonka bean, Oakmoss, Patchouli",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Kuwait
NA,KxxT,Aaron Terence Hughes,2023,NA,8.3,16,"Leathery, Smoky, Fruity, Sweet, Spicy","Raspberry, Saffron",Jasmine,"Ambergris, Cedarwood, Cocaine, Leather, Oud, Patchouli, Pheromones, Smoke, Tonkin musk","Aaron Terence Hughes Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/kxxt
NA,Kyara de Kalbar,Ensar Oud / Oriscent,NA,NA,8.4,4,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kyara-de-kalbar
NA,Kyara,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kyara
NA,Kyara Ketone,Ensar Oud / Oriscent,NA,NA,8.5,4,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kyara-ketone
NA,Kyara Koko '92 Ensar Oud / Oriscent 2021 Pure Parfum,Ensar Oud / Oriscent,2021,Pure Parfum,8.3,20,"Floral, Green, Woody, Creamy, Earthy",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kyara-koko-92-pure-parfum
NA,Kyara Koko '92 Ensar Oud / Oriscent Eau de Parfum,Ensar Oud / Oriscent,NA,Eau de Parfum,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kyara-koko-92-eau-de-parfum
NA,Kyara Koko Attar,Ensar Oud / Oriscent,2020,NA,8.2,9,"Floral, Fruity, Woody, Resinous, Smoky",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kyara-koko-attar
NA,Kyara Koko Ensar Oud / Oriscent Pure Parfum,Ensar Oud / Oriscent,NA,Pure Parfum,8.4,11,"Fruity, Spicy, Woody, Earthy, Sweet",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kyara-koko-pure-parfum
NA,Kyara Ko-Twe,Ensar Oud / Oriscent,NA,NA,9,2,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kyara-ko-twe
NA,Kyara Koutan,Ensar Oud / Oriscent,NA,NA,9.7,3,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/Kyara_Koutan
NA,Kyara LTD 2.0,Ensar Oud / Oriscent,NA,NA,10,2,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kyara-ltd-2-0
NA,Kyara LTD,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/Kyara_LTD
NA,Kyara LTD Ensar Oud / Oriscent 2023 Pure Parfum,Ensar Oud / Oriscent,2023,Pure Parfum,7.7,10,"Spicy, Woody, Floral, Resinous, Fresh",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kyara-ltd-pure-parfum
NA,Kyara Sayang,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kyara-sayang
NA,Kynam No 1,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/kynam-no-1
NA,L for Men,Clive Christian,2014,NA,8.3,159,"Woody, Spicy, Green, Fresh, Citrus",Grapefruit,"Petitgrain, Rose, Oud","Fir balsam, Atlas cedar, Musk, Vetiver",NA,https://www.parfumo.com/Perfumes/Clive_Christian/L_for_Men
NA,L for Women,Clive Christian,2014,NA,7.9,38,"Floral, Spicy, Woody, Green, Powdery","Davana, Black pepper, Pink pepper, White pepper","Damask rose, Jasmine","Musk, Cedar, Vetiver, Patchouli, Vanilla",NA,https://www.parfumo.com/Perfumes/Clive_Christian/L_for_Women
NA,L: Floral Chypre,Clive Christian,2017,NA,7.9,18,"Floral, Fruity, Sweet, Spicy, Earthy",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Clive_Christian/l-floral-chypre
NA,L: Woody Oriental,Clive Christian,2017,NA,7.7,48,"Woody, Spicy, Sweet, Green, Floral","Mandarin orange, Peppery notes, Bergamot, Lemon","Geranium, Jasmine, Lavender, Iris, Magnolia","Amber, Musk, Canary Islands juniper, Maple syrup, Tobacco",NA,https://www.parfumo.com/Perfumes/Clive_Christian/l-woody-oriental
NA,La Pausa Chanel 2016 Eau de Parfum,Chanel,2016,Eau de Parfum,7.9,127,"Green, Powdery, Floral, Woody, Fresh",NA,NA,NA,Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Les_Exclusifs_de_Chanel__La_Pausa_Eau_de_Parfum
NA,Lailet Umoor,Nabeel,NA,NA,NA,NA,NA,"Blackberry leaf, Blackcurrant, Raspberry","Lily, Peony, Rose, Ylang-ylang","Musk, Vanilla, Woody notes",NA,https://www.parfumo.com/Perfumes/Nabeel/Lailet_Umoor
NA,Lakmé Roja Parfums 2003 Parfum,Roja Parfums,2003,Parfum,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Roja_Parfums/lakme-parfum
NA,Lakmé Roja Parfums 2013 Eau de Parfum,Roja Parfums,2013,Eau de Parfum,7.4,48,"Floral, Sweet, Creamy, Powdery, Fresh","Magnolia, Bergamot","Frangipani, Freesia, Jasmine","Vanilla, Sandalwood, Drenzlor",Nathalie Lorson,https://www.parfumo.com/Perfumes/Roja_Parfums/Lakme
NA,Lams Al Hub,Nabeel,NA,NA,NA,NA,"Fougère, Fresh, Fruity","Bergamot, Blackcurrant, Cardamom, Citrus fruits","Amyris, Coriander, Galbanum, Oud, Pineapple, Rose","Amber, Leather, Moss, Musk","Asghar Adam Ali Brand owner, Perfumemaker",https://www.parfumo.com/Perfumes/Nabeel/Lams_Al_Hub
NA,Lamya,Nabeel,NA,NA,7.8,2,"Spicy, Citrus, Woody, Floral, Fresh",Lemon,"Rose, Saffron","Amberwood, Oud, Teakwood, Vetiver, White musk",NA,https://www.parfumo.com/Perfumes/Nabeel/Lamya
NA,Lao Cha,Ensar Oud / Oriscent,NA,NA,7.8,4,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/lao-cha
NA,Lao Qi,Ensar Oud / Oriscent,2023,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/lao-qi
NA,Laos Laosan,Ensar Oud / Oriscent,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/laos-laosan
NA,Layali Al Hub,Nabeel,NA,NA,NA,NA,NA,"Aldehydes, Chamomile, Gardenia, Ginger, Lemon, Saffron, Star anise, Tarragon, Violet","Carnation, Cyclamen, Geranium, Iris, Jasmine, Orchid, Rose, Ylang-ylang","Ambergris, Cedarwood, Civet, Honey, Leather, Nagarmotha, Oakmoss, Oud, Patchouli, Sandalwood, Tonka bean, Tree moss, Vetiver, White musk",NA,https://www.parfumo.com/Perfumes/Nabeel/Layali_Al_Hub
NA,Layers of Jade Ensar Oud / Oriscent 2023 Attar,Ensar Oud / Oriscent,2023,Attar,7,3,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/layers-of-jade-attar
NA,Layers of Jade Ensar Oud / Oriscent 2023 Pure Parfum,Ensar Oud / Oriscent,2023,Pure Parfum,7.9,18,"Floral, Green, Animal, Woody, Earthy",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/layers-of-jade-pure-parfum
NA,Le 1940 Beige de,Chanel,1931,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Chanel/Le_Beige_de_Chanel
NA,Le 1940 Bleu de,Chanel,1931,NA,NA,NA,"Woody, Floral, Earthy, Fruity, Powdery",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Chanel/Le_Bleu_de_Chanel
NA,Le 1940 Rouge de,Chanel,1940,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Chanel/Le_Rouge_de_Chanel
NA,Le Lion de,Chanel,2020,NA,8.2,571,"Smoky, Resinous, Spicy, Leathery, Oriental","Bergamot, Lemon","Labdanum, Bourbon vanilla","Patchouli, Sandalwood",Olivier Polge,https://www.parfumo.com/Perfumes/Chanel/le-lion-de-chanel
NA,Le Mitti,Areej Le Doré,NA,NA,7.6,23,"Woody, Floral, Spicy, Sweet, Resinous",NA,NA,NA,Teone Reinthal Brand owner,https://www.parfumo.com/Perfumes/Areej_Le_Dore/le-mitti
NA,Leather Ghalia,Ensar Oud / Oriscent,2024,NA,9.3,3,"Floral, Woody, Leathery, Citrus, Smoky",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/ensar-oud/leather-ghalia
NA,Leather Sadah,Amouage,2021,NA,8.7,3,NA,Assam oud,Leather,Vanilla absolute,Cécile Zarokian,https://www.parfumo.com/Perfumes/Amouage/leather-sadah
NA,Legacy 19,Roja Parfums,NA,NA,9.8,4,NA,"Artemisia, Bergamot, Lemon, Orange, Thyme","Apple, Grasse jasmine, Lily of the valley, May rose","Ambergris, Benzoin, Birch, Copaiba balsam, Gaiac wood, Grass, Iris, Juniper berry, Musk, Oakmoss, Pink pepper, Sandalwood, Vanilla",Roja Dove,https://www.parfumo.com/Perfumes/Roja_Parfums/Legacy_19
